measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Marshall Islands,Male,All ages,Mental disorders,Rate,2019,10977.914775825511,12141.823188156959,9913.35346316418
Prevalence,Marshall Islands,Female,All ages,Mental disorders,Rate,2019,11058.28258396088,12467.04341566754,9839.69039601302
Prevalence,Marshall Islands,Both,All ages,Mental disorders,Rate,2019,11017.15963964947,12278.664696348129,9912.82179094812
Prevalence,Marshall Islands,Male,All ages,Mental disorders,Percent,2020,0.1146818012188568,0.1288354559556206,0.1017133633973328
Prevalence,Marshall Islands,Female,All ages,Mental disorders,Percent,2020,0.1149508828138047,0.1332590370991854,0.0995498301221491
Prevalence,Marshall Islands,Both,All ages,Mental disorders,Percent,2020,0.114813843672145,0.1303861365690771,0.1007213252990481
Prevalence,Marshall Islands,Male,All ages,Mental disorders,Rate,2020,11117.43661327311,12464.24499661258,9862.40186957342
Prevalence,Marshall Islands,Female,All ages,Mental disorders,Rate,2020,11276.783002806511,13069.91727567216,9762.17168113465
Prevalence,Marshall Islands,Both,All ages,Mental disorders,Rate,2020,11195.273319367969,12730.967458266401,9835.00024514343
Prevalence,Marshall Islands,Male,All ages,Mental disorders,Percent,2021,0.1192108007438393,0.1335288645450041,0.1058506583993551
Prevalence,Marshall Islands,Female,All ages,Mental disorders,Percent,2021,0.1219385543940484,0.1418713972083535,0.1051370917069113
Prevalence,Marshall Islands,Both,All ages,Mental disorders,Percent,2021,0.1205516458520957,0.1371970714549725,0.1066470526501167
Prevalence,Marshall Islands,Male,All ages,Mental disorders,Rate,2021,11555.32557016345,12924.882514161221,10267.091208548309
Prevalence,Marshall Islands,Female,All ages,Mental disorders,Rate,2021,11963.51279736023,13906.53988909124,10305.06725991982
Prevalence,Marshall Islands,Both,All ages,Mental disorders,Rate,2021,11754.77987265463,13369.776795182739,10377.30669381794
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2015,0.1064283482154718,0.1163374609403642,0.0977830594624173
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2015,0.1107143307640338,0.1215850405891104,0.1020179200380443
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2015,0.1086666527671543,0.118557305912,0.1001923784296537
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2015,10083.202460956809,11008.36137469695,9272.29547601489
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2015,10723.04784121042,11739.51304794833,9853.073691890191
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2015,10413.95395440967,11344.510521223001,9582.55577316082
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2016,0.1063322961143994,0.1161203697707709,0.0977137298788965
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2016,0.1105295575979637,0.1205301869427603,0.1019606509123292
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2016,0.1085233344482583,0.1181528547621811,0.100069911603128
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2016,10061.9603765453,10976.3528049192,9267.62510718197
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2016,10697.110111326449,11636.99895290436,9849.61025084452
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2016,10390.07272267906,11277.99484806315,9593.90870227996
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2017,0.1063011459614461,0.1160832543859533,0.0975891551932589
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2017,0.1103743187870498,0.1202647663985995,0.1018052505030916
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2017,0.1084263434590411,0.1178512114661955,0.1000722095752502
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2017,10047.27623413933,10939.022703748311,9235.53987203404
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2017,10674.323699189681,11600.267479623159,9838.77010299391
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2017,10370.97372365388,11228.29963317578,9586.01261718442
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2018,0.1063206599587368,0.1161240540428265,0.0976184030381649
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2018,0.1102651775628405,0.1202580872474344,0.1018967494541141
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2018,0.1083776178868927,0.117541866912248,0.0999558457044992
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2018,10038.267206948449,10916.76794066172,9200.54216627028
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2018,10656.69264823581,11588.72190536892,9812.89093907709
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2018,10357.27855816163,11206.77405678785,9553.23922407252
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2019,0.1063543522212526,0.1160916275127646,0.0972817359621905
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2019,0.1101975698286417,0.120306871446587,0.1015512606988193
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2019,0.1083574886492395,0.1175311830060503,0.099866401445464
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2019,10031.99833815573,10912.311229063,9183.17086760488
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2019,10644.2333146785,11623.09872006998,9783.937519900759
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2019,10347.60188754229,11220.96238264661,9525.13563394363
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2020,0.1103300942548053,0.1221103108160136,0.1003377642259565
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2020,0.1163467870395912,0.1312406732722698,0.1035344747633321
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2020,0.1134648234662264,0.1250552153626556,0.1022486013488197
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2020,10407.973241377811,11544.33128127111,9387.8275706728
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2020,11238.95571905535,12624.23932220047,10000.60483342125
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2020,10836.12372413722,11949.70172622551,9749.34953574211
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Percent,2021,0.1122960355959594,0.1246942781816027,0.1008105182313874
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Percent,2021,0.119570055270469,0.1348101879734989,0.1061993272334746
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Percent,2021,0.1160865022833537,0.1282081537475035,0.1043914700087347
Prevalence,Kazakhstan,Male,All ages,Mental disorders,Rate,2021,10575.83900537649,11707.474798283141,9509.65238321287
Prevalence,Kazakhstan,Female,All ages,Mental disorders,Rate,2021,11542.56064820965,12995.583194066352,10250.93553348963
Prevalence,Kazakhstan,Both,All ages,Mental disorders,Rate,2021,11073.75838734853,12228.33563113031,9925.14303815736
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2015,0.1176008202348782,0.1299595086677716,0.1064230045889894
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2015,0.1238647016644198,0.1364564027489839,0.1118425706729514
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2015,0.1208179737603812,0.132858130207042,0.110207717971723
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2015,11105.67536836591,12299.76076527544,10061.92286429335
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2015,12025.38591109779,13245.26986846053,10847.199746070819
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2015,11571.67674485002,12733.27729600183,10545.558389682661
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2016,0.1178576792652455,0.1299677702031537,0.1066937027490663
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2016,0.1243858514924253,0.1366853880522189,0.1128267502270143
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2016,0.1212065841415414,0.1332097884348226,0.110532625291272
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2016,11127.98897769303,12293.45725355014,10069.06302803688
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2016,12076.44679409767,13263.435541603549,10966.37267902949
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2016,11607.92878538864,12756.34348634029,10573.20916915796
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2017,0.11814054314576,0.1301282207957224,0.1069914756848871
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2017,0.1250218501762303,0.1371470752272869,0.1136222303250546
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2017,0.1216668567935295,0.1336351880338213,0.1107383206946407
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2017,11148.99366191062,12289.89172800634,10082.69556792943
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2017,12136.58359365172,13302.718949938968,11027.084961888731
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2017,11648.10720198686,12777.952248824371,10586.05696002871
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2018,0.1184064109286547,0.1303957400456102,0.1071141617558256
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2018,0.125653713078143,0.1383114733285904,0.1144065882087349
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2018,0.1221164862939811,0.134017271607274,0.1110831735191974
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2018,11169.134742575001,12287.87520223278,10097.43329103354
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2018,12196.75330113492,13438.03871454635,11103.48782799331
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2018,11687.85494781458,12824.96395845752,10611.3336828408
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2019,0.1186213191343076,0.1304342803699156,0.1073671495072159
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2019,0.1261611775886794,0.1391750828273039,0.114898043860262
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2019,0.1224770136268891,0.1344074820388325,0.1113177762893516
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2019,11188.94772627486,12311.62448697757,10120.75339374981
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2019,12246.88956535883,13528.0689779537,11154.294921781879
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2019,11722.36627702943,12850.75672290593,10639.150851701761
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2020,0.1197828342397735,0.1336589995376731,0.1075178057603529
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2020,0.1284470439131964,0.1454769570938699,0.1131096705125728
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2020,0.1242077595572076,0.1390768598860419,0.1110071496881693
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2020,11308.626218875339,12595.986391507191,10150.27450876068
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2020,12473.96217174251,14134.179663869758,10987.75698659988
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2020,11895.56490541389,13276.19810620701,10640.68070552054
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Percent,2021,0.1207074461725731,0.1350516355146179,0.1083914184770235
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Percent,2021,0.1301044763526435,0.147753179440559,0.1143185973662042
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Percent,2021,0.1255028885842992,0.1410221128775308,0.1121298017414505
Prevalence,Democratic People's Republic of Korea,Male,All ages,Mental disorders,Rate,2021,11397.30877984349,12742.953347466579,10229.87622947535
Prevalence,Democratic People's Republic of Korea,Female,All ages,Mental disorders,Rate,2021,12641.760297065799,14330.505654225759,11090.68275292658
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2021,12023.46571148084,13479.98362914669,10733.36687295819
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2015,0.1036558606879049,0.1135127280339136,0.0944498025539586
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2015,0.1082010620957822,0.1180467673527929,0.0986542948729842
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2015,0.1059624858499327,0.1156391513718808,0.0976119473348053
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2015,9809.92271632573,10734.663479885689,8959.57421068459
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2015,10505.759306681239,11463.713291276641,9560.51269805439
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2015,10158.64072212001,11061.98088249898,9348.58242162854
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2016,0.1037737922424719,0.1134479190063297,0.094610636986524
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2016,0.1086903273711734,0.1188218061542232,0.0994856637486606
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2016,0.1062665276780852,0.1158588214478833,0.0978301117198759
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2016,9819.85196412856,10739.10554480804,8979.36577730188
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2016,10552.98333375772,11520.21818019423,9633.0932935741
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2016,10186.88690900261,11088.75220666223,9378.87516930119
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2017,0.1040079847098608,0.1138074409728894,0.0950956883138031
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2017,0.1093378385653956,0.1197911200794976,0.1002943902768132
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2017,0.1067081233737692,0.1163357708750513,0.0983942461131791
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2017,9840.67633430629,10737.49202698304,9006.33481184081
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2017,10616.24408874876,11625.544930814529,9714.12103357801
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2017,10228.60540497556,11113.290957598181,9437.34714184147
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2018,0.104325077584376,0.1140949875377189,0.0954117314139687
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2018,0.1100113151109464,0.1207012725991649,0.1007142235578259
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2018,0.1072036717789187,0.1168181489598556,0.0991090330446085
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2018,9870.11765674254,10764.213635031241,9026.25350895038
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2018,10682.85913280882,11684.28908674881,9773.72892890334
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2018,10276.30345845672,11162.61862083505,9494.32885437393
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2019,0.1046859007461089,0.1146066490861145,0.0957726203360463
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2019,0.1105808793492524,0.1215773870985094,0.1013497063278394
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2019,0.1076679881308923,0.1173828626880235,0.0994667052173769
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2019,9905.29746541229,10783.92192063383,9059.60385760107
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2019,10740.38404357964,11775.74217736593,9829.096537474361
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2019,10322.31878036597,11232.220724361621,9532.98282029299
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2020,0.1103094086032159,0.1223747080462373,0.1001869978272612
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2020,0.1207641917892198,0.1367030744816045,0.1076992734270347
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2020,0.1155924515732458,0.1282206660650906,0.104633858181473
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2020,10457.729497137901,11597.50712695716,9511.924956559089
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2020,11737.478017058731,13270.91075087977,10455.261077120571
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2020,11096.46680419484,12257.67020688237,10035.52159660679
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Percent,2021,0.1132550218236995,0.1256456446656831,0.1028932710793677
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Percent,2021,0.1261434012842145,0.1430212258029661,0.1120776841254127
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Percent,2021,0.1197666192774248,0.1330566058982529,0.1080565062398158
Prevalence,Azerbaijan,Male,All ages,Mental disorders,Rate,2021,10742.55324655116,11908.84705709043,9757.937867256811
Prevalence,Azerbaijan,Female,All ages,Mental disorders,Rate,2021,12267.411999044101,13873.35306294888,10899.05927970932
Prevalence,Azerbaijan,Both,All ages,Mental disorders,Rate,2021,11503.44964407462,12766.315108290979,10375.35299463976
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2015,0.0914603278342758,0.1002161629775041,0.0831808862036014
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2015,0.1028506034151351,0.1136627724737366,0.0937621337702581
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2015,0.0972585826760058,0.1068761484519423,0.0890008033174549
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2015,8738.25521874606,9587.2552648944,7956.14089795267
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2015,10048.57884238979,11116.141670602201,9168.39492844339
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2015,9397.985620654379,10346.57711004247,8597.22283671666
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2016,0.0915705890751088,0.1006246974455075,0.0833217527847765
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2016,0.1028065860435542,0.1137322588431839,0.0940394782020477
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2016,0.0972861863605823,0.1066256415381206,0.0889710497759445
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2016,8743.1884587695,9605.60146909728,7962.92833079717
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2016,10039.81907839978,11115.948989051461,9176.97843546602
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2016,9395.48405310562,10332.726796230481,8605.11506073017
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2017,0.0917268181133391,0.1009419604168842,0.0834939944617305
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2017,0.1027977105799123,0.1136582485734911,0.0939876335891598
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2017,0.0973544026584349,0.1065676067449784,0.0891950678926102
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2017,8752.3677662013,9606.15319284788,7976.873364685711
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2017,10034.638706516911,11083.87083059615,9166.52516044762
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2017,9396.89931580932,10314.60015677175,8612.89062912597
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2018,0.0919181938463758,0.1011672793881877,0.0835959665635276
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2018,0.1027919146493424,0.1136591443155346,0.0938122420818431
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2018,0.0974416311522372,0.1066220095919109,0.089478186887623
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2018,8765.36172358128,9616.46104430097,7981.06339414906
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2018,10030.28555696289,11100.610151693389,9133.202466112949
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2018,9400.64477756902,10287.192753236941,8635.12733374443
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2019,0.0921305898404544,0.1013901118949814,0.0838938090416589
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2019,0.1027573289401359,0.113716429951899,0.0934984760167623
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2019,0.0975248990547333,0.1066460446871986,0.0895519919710947
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2019,8781.562635305421,9627.377563374339,7987.0303351578395
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2019,10024.222825952831,11082.91493821359,9108.340215786171
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2019,9405.1725467672,10273.59712383648,8626.97409392329
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2020,0.0932506898024711,0.1028284402580491,0.0848238724283436
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2020,0.1043183338849902,0.1177164625445824,0.0927621450198165
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2020,0.0988655943291151,0.1099730889010573,0.0895444642557205
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2020,8883.51163472301,9788.51571312023,8091.44488986856
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2020,10173.5701347038,11517.83553805751,9036.52440708331
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2020,9530.452485053489,10601.28861863894,8614.66269449656
Prevalence,Viet Nam,Male,All ages,Mental disorders,Percent,2021,0.0969768534616639,0.1075437582548734,0.0878916013900608
Prevalence,Viet Nam,Female,All ages,Mental disorders,Percent,2021,0.1113463844534009,0.1267560016332174,0.0987418164142436
Prevalence,Viet Nam,Both,All ages,Mental disorders,Percent,2021,0.1042619530342749,0.1165898018428854,0.0940470825400999
Prevalence,Viet Nam,Male,All ages,Mental disorders,Rate,2021,9240.36557228546,10206.03735632999,8395.58796579343
Prevalence,Viet Nam,Female,All ages,Mental disorders,Rate,2021,10858.86256853564,12378.65379987662,9617.093209453371
Prevalence,Viet Nam,Both,All ages,Mental disorders,Rate,2021,10051.54275568485,11231.42697092336,9067.25681025646
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2015,0.1133794242658228,0.1237531803855254,0.1043952859752308
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2015,0.1256680246531866,0.1380214406298385,0.1140725599580828
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2015,0.1196414822564236,0.130654865260371,0.110091911471146
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2015,10711.45217391525,11658.14624613625,9877.22536492417
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2015,12267.74587640061,13469.393079831141,11132.74003343689
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2015,11491.79259158935,12544.92273153828,10580.83361962179
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2016,0.1133056010238394,0.1234943231971444,0.1044636072018304
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2016,0.1260081373814243,0.1382096137357964,0.1144137673203775
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2016,0.1197860740376205,0.1305827543549455,0.1102906969674549
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2016,10710.68618284434,11659.46525612314,9871.76854850589
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2016,12303.86347906741,13482.328735439089,11169.00767064361
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2016,11510.59758066202,12559.943919074229,10599.89158930204
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2017,0.1132529276677165,0.1235095654291201,0.1043191074517727
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2017,0.1263450088233496,0.1387060606220505,0.1147829209566378
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2017,0.1199397030274898,0.1310688567919126,0.1106183093791051
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2017,10711.43501664842,11643.9118858848,9875.63303798019
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2017,12339.07338771869,13552.314908870749,11216.13724378986
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2017,11529.73469752283,12586.653567909381,10625.66331508439
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2018,0.113268277441991,0.1233853419288671,0.1043676004048874
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2018,0.1266670753571642,0.1397144783892009,0.1151548099438658
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2018,0.1201188450387246,0.1314359291616256,0.1107270235151017
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2018,10719.195612190351,11664.33397667244,9879.0739234147
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2018,12373.13903117134,13655.72245649424,11253.21847949513
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2018,11551.76268596272,12621.75508449476,10644.9173106086
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2019,0.1133416975306643,0.1234803187231992,0.1042192947029698
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2019,0.1269285177705578,0.1405989930429035,0.1154905429147852
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2019,0.1202953585291692,0.1320505986391209,0.1106703633257645
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2019,10734.01309944348,11693.20773681767,9855.75656742753
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2019,12402.45232045758,13733.76597082194,11293.84149343591
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2019,11574.91758781853,12713.31367132799,10649.348136659979
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2020,0.1146056051255392,0.1283438906084741,0.1035321675773543
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2020,0.1290038486166778,0.1482787197950898,0.1135406112968758
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2020,0.1219805755494429,0.1374916244727194,0.1091501461242409
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2020,10868.831756797501,12159.93259099372,9795.28789620978
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2020,12612.872193696232,14469.813852153071,11086.725648812231
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2020,11748.91641548854,13243.061121487832,10518.85609696937
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Percent,2021,0.1157946356268637,0.129724191306289,0.1048540099010924
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Percent,2021,0.1312891876392797,0.1511443221255207,0.1156391326599277
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Percent,2021,0.1237430358833773,0.1401799139151926,0.1106986560961694
Prevalence,Taiwan (Province of China),Male,All ages,Mental disorders,Rate,2021,10979.22724755116,12277.28081621298,9927.98703162206
Prevalence,Taiwan (Province of China),Female,All ages,Mental disorders,Rate,2021,12841.736651952651,14752.57821124161,11280.17257274524
Prevalence,Taiwan (Province of China),Both,All ages,Mental disorders,Rate,2021,11920.21514705762,13504.178365426831,10647.11941486749
